left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z,left_heel_x,left_heel_y,left_heel_z,right_heel_x,right_heel_y,right_heel_z,left_foot_index_x,left_foot_index_y,left_foot_index_z,right_foot_index_x,right_foot_index_y,right_foot_index_z,Time,speed_left_ankle_x
1054.716278,1054.709199,1054.719254,995.4512653,995.4421841,995.4532448,919.1780703,919.1670229,919.1833925,827.290245,827.2804607,827.2942725,748.4664959,748.45168,748.4770444,681.0853802,681.0735624,681.0915144,726.951539,726.9366928,726.9627752,670.7846828,670.772638,670.7911924,673.3447493,673.330386,673.355278,600.8743479,600.8625151,600.8808415,0.37876614060258246,0.14082013750203262
1054.720719,1054.703138,1054.727405,995.4566535,995.4345156,995.4611422,919.1828289,919.1548143,919.1955223,827.2950385,827.270426,827.304376,748.4704902,748.4352331,748.4930879,681.0902763,681.0622372,681.1036294,726.9553658,726.9195244,726.979393,670.7896383,670.7614192,670.803824,673.3487465,673.3145458,673.3717848,600.8788261,600.8507571,600.8936204,0.4131994261119082,0.11600112916466764
1054.709185,1054.719031,1054.704808,995.4422622,995.4550312,995.4393651,919.1709042,919.1860721,919.1633258,827.283365,827.296866,827.2775399,748.4610307,748.4821538,748.4451465,681.0774665,681.0943433,681.0683009,726.9468153,726.9678087,726.9298806,670.7766684,670.7939904,670.766947,673.3387973,673.3592681,673.323106,600.8670247,600.8839248,600.8575445,0.44763271162123386,-0.27471964583142977
1054.695395,1054.737904,1054.679015,995.4253953,995.4790474,995.4144128,919.1562731,919.2238333,919.1254235,827.2687412,827.3281557,827.2459631,748.4489353,748.5346478,748.3932071,681.0622302,681.1304217,681.0293746,726.9354001,727.0223711,726.8761311,670.7612458,670.8299885,670.7263468,673.3265302,673.4096679,673.2698849,600.8530603,600.9213263,600.8168863,0.48206599713055953,-0.3512705750006121
1054.716447,1054.70885,1054.720675,995.4517789,995.4414265,995.4545295,919.1779137,919.1669084,919.1843929,827.2898241,827.2797852,827.2951198,748.465937,748.4477851,748.4825319,681.0856393,681.0710383,681.094979,726.9506051,726.9331672,726.9683465,670.7849486,670.7695416,670.7948376,673.3445653,673.3269983,673.3604209,600.874651,600.8600233,600.8835719,0.5164992826398852,0.49375770416774395
1054.75429,1054.656979,1054.792225,995.4982776,995.3752004,995.5236844,919.2178282,919.0635314,919.2887746,827.3295343,827.1937191,827.3820908,748.4986341,748.3014663,748.6284456,681.1274996,680.9705822,681.2038825,726.9811799,726.781448,727.1192702,670.8273235,670.6689053,670.9084461,673.377994,673.1867623,673.5096,600.9130626,600.7559702,600.9967006,0.5509325681492109,0.9495782791652234
1054.720138,1054.70423,1054.723519,995.4551659,995.4367004,995.4576101,919.1830658,919.1555186,919.1925695,827.2959457,827.2724825,827.3018808,748.4717752,748.4456876,748.4785999,681.0894521,681.0690349,681.0944151,726.9576092,726.9290648,726.9646727,670.788795,670.7696676,670.7941332,673.3490787,673.3236909,673.3581568,600.8779042,600.8574874,600.8862492,0.5853658536585366,-0.7800272208327311
1054.624267,1054.83579,1054.540855,995.336976,995.605066,995.2811727,919.0823691,919.4169784,918.9274468,827.1961009,827.4908952,827.0809626,748.3898326,748.8204881,748.1028041,680.9833099,681.3261664,680.8147378,726.8815068,727.317048,726.5761064,670.6813434,671.0279804,670.502334,673.2648116,673.6824722,672.9745435,600.7804237,601.1236705,600.5968226,0.6197991391678622,-2.379749675001383
1054.668028,1054.774877,1054.632342,995.3931761,995.5248158,995.3688941,919.1258638,919.3001962,919.0523939,827.2372667,827.3890585,827.1851782,748.4220413,748.6255368,748.3099555,681.0322886,681.1935127,680.9643324,726.9083575,727.1189779,726.7895389,670.7309524,670.8905775,670.658637,673.300819,673.4983687,673.1826171,600.8258866,600.9872414,600.7453198,0.6542324246771879,0.9353943291686783
1054.896482,1054.461088,1055.07035,995.6755733,995.1224666,995.7917558,919.3649828,918.678023,919.6854868,827.4737011,826.8678756,827.7127482,748.6155508,747.7243599,749.2174684,681.2853959,680.57563,681.6381844,727.0870417,726.1873658,727.7276355,670.9871909,670.2684589,671.3617714,673.5007917,672.6365577,674.1078654,601.0585014,600.3479096,601.4405314,0.6886657101865136,5.619838395833471
1054.87605,1054.490949,1055.014271,995.6456221,995.1655373,995.738956,919.3487436,918.7283261,919.6206708,827.4617466,826.9189523,827.6585251,748.6090731,747.8547253,749.0620492,681.2616548,680.6627565,681.5321889,727.0875026,726.3144106,727.5685387,670.9631018,670.3647412,671.2507067,673.4880284,672.7560311,673.9563765,601.0356802,600.4362118,601.3441908,0.7230989956958392,-0.18812320416680947
1054.359961,1055.20042,1054.019082,995.0060887,996.0768555,994.7786346,918.8102992,920.1320429,918.187717,826.9307318,828.0978368,826.4643427,748.1755805,749.9073249,746.9868712,680.6895003,682.0693388,679.9944903,726.6893954,728.4337255,725.4239529,670.3838507,671.7838547,669.6460309,673.0380089,674.7172136,671.8429956,600.5095112,601.8909979,599.7621433,0.7575322812051649,-12.589347591667318
1054.231318,1055.373316,1053.808193,994.8569984,996.2884334,994.5722025,918.6647652,920.4936891,917.8485506,826.7781553,828.3818761,826.1821532,748.0437115,750.309526,746.6328917,680.5493096,682.3498777,679.7117551,726.554004,728.8658446,725.0547443,670.2420405,672.0482162,669.3519889,672.9145716,675.1128374,671.4673618,600.3827905,602.1851856,599.4429205,0.7919655667144906,-3.829695541668164
1055.338192,1053.850355,1055.955155,996.2321124,994.3286382,996.642956,919.8157658,917.4870534,920.9279386,827.9102193,825.8501681,828.7485823,748.9654007,745.8703061,751.1387105,681.7772489,679.3094809,683.0436512,727.3956353,724.2880231,729.7101239,671.4852504,668.9744288,672.8293518,673.8759429,670.875154,676.0510217,601.5127805,599.0419555,602.8613494,0.8263988522238164,26.767390516668325
1055.998491,1052.950992,1057.149803,997.0285171,993.1956264,997.8019471,920.5286054,915.66625,922.7231917,828.6323645,824.3626285,830.2437173,749.5703899,743.4756129,753.4484014,682.504146,677.65806,684.7983484,727.9814555,721.7798688,732.1042348,672.2209109,667.3477961,674.6583455,674.4755319,668.5631392,678.4352483,602.176597,597.3254071,604.7265772,0.860832137733142,17.569894683332677
1053.754249,1056.041959,1052.767669,994.232336,997.1813883,993.577641,918.2037437,921.7531668,916.4654961,826.3528505,829.503464,825.0280567,747.7202363,752.5619058,744.184977,680.0125409,683.8773928,677.9641523,726.3032717,731.1367962,722.5359469,669.698227,673.6499189,667.5249957,672.5351093,677.2281337,669.0234816,599.8820199,603.7519622,597.7368136,0.8952654232424677,-53.73154413333331
1051.525197,1059.089586,1048.626175,991.5136648,1001.051744,989.5688804,915.8303785,927.8655669,910.3524116,823.9740485,834.5538015,819.9355382,745.7474505,760.9655859,735.9109871,677.5515737,689.6569503,671.74692,724.4312458,739.8846874,713.9709268,667.20724,679.4021636,661.0412159,670.5438938,685.3053681,660.5333005,597.6281373,609.7466085,591.2207279,0.9296987087517934,-57.292987608333256
1055.775894,1053.227581,1056.997299,996.8295253,993.4726939,997.6329655,920.2120981,916.3591646,922.2392571,828.2528589,824.7980234,829.8438663,749.206143,743.5461073,753.7691383,682.2754426,677.7430846,684.8837893,727.5406006,721.9780172,732.410539,671.990262,667.2945159,674.7550245,674.197573,668.714925,678.6491708,601.9826564,597.4433884,604.603558,0.9641319942611191,100.44619468749956
1062.178468,1044.456809,1069.052745,1004.682803,982.288804,1009.28897,926.980552,898.8528172,939.8754555,834.9987257,810.2496146,844.537753,754.7703314,718.9376977,778.2364437,689.3546224,660.8411859,703.1738482,732.7623313,696.4380303,757.722668,679.1563109,650.3881325,693.8338566,679.8686595,645.1138406,703.6853274,608.4756608,579.930731,623.6427348,0.9985652797704447,161.5933047833344
1054.842767,1054.593152,1054.420699,995.4573015,995.4463338,995.2079764,919.4754308,918.6513053,919.2718895,827.7154321,827.1349835,827.3611403,748.9202505,749.5485636,746.5976166,681.190167,681.7518915,679.998894,727.5764934,727.8242458,725.0683231,670.8889676,671.7301991,669.6360418,673.6198634,674.2120142,671.6628862,600.9389335,601.5051129,600.1703356,1.0329985652797704,-169.8960994708357
1038.046457,1077.632212,1022.518785,974.7781869,1024.902117,964.3855337,901.804056,964.4889186,872.8725198,810.1688239,865.3744328,788.6988738,734.5000172,814.9278883,681.1814844,662.5996865,726.6151258,631.2628769,714.1461937,795.5503418,657.4166071,652.0693463,716.7505042,618.789702,658.8260287,736.8250581,604.8461509,583.871746,647.9574694,549.6589143,1.067431850789096,-418.7876087541653
1049.1285,1062.262189,1045.134393,988.8578643,1004.809085,986.1095024,912.9829457,934.7445275,904.2425306,820.8923488,839.7271889,814.8596803,743.009996,767.1340126,731.3042344,674.9654933,694.0556606,667.6864905,721.4877538,746.7511182,709.1329753,664.5936613,683.263724,656.8374385,668.1012312,691.556975,655.3708823,595.3099985,614.4178209,586.1813617,1.1018651362984218,247.14396765000004
