left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z,left_heel_x,left_heel_y,left_heel_z,right_heel_x,right_heel_y,right_heel_z,left_foot_index_x,left_foot_index_y,left_foot_index_z,right_foot_index_x,right_foot_index_y,right_foot_index_z,Time,speed_left_ankle_x
-483.4541737,3880.161646,-85.17623559,-745.7923693,4010.512,-116.3830552,-700.1059718,3650.492131,-479.8214702,-641.3249535,3799.401758,-585.0598158,-892.3611415,3514.66473,-935.7445783,-539.9209839,3738.392257,-1028.764044,-870.6052896,3479.738213,-1004.151809,-497.9850807,3718.927385,-1066.601453,-1038.454457,3334.002524,-965.4518387,-546.4199256,3558.963457,-1128.478132,6.748923959827834,2997.6863454416084
-486.1967205,3883.09408,-87.205413,-750.9742576,4012.174285,-119.5526586,-639.0241726,3655.778044,-508.8236919,-646.1686587,3793.860229,-582.9347503,-759.5980526,3484.63268,-956.5207477,-546.0782569,3760.20165,-1040.878201,-739.1322703,3456.434675,-1019.957086,-503.0259737,3739.619245,-1080.43167,-848.4219605,3260.142614,-969.5119896,-556.5010465,3576.187003,-1138.135473,6.783357245337159,3855.6613734708612
-488.0115144,3873.538664,-87.35702891,-757.7389949,4017.117005,-123.1588863,-563.8770729,3624.242376,-515.1787297,-655.9945034,3816.34355,-591.569345,-617.5164145,3446.393596,-953.2729345,-550.4443495,3772.732238,-1050.567431,-602.8071226,3430.589771,-1013.646439,-505.0563948,3741.595322,-1090.605616,-661.9415649,3201.871177,-964.1590982,-558.1115944,3563.144021,-1131.695798,6.817790530846485,4126.2875731541935
-487.2467975,3848.911525,-85.69336843,-761.3474865,4011.38012,-126.2161636,-488.6324703,3575.777705,-510.1407315,-664.3794413,3841.510771,-603.1699829,-493.7426872,3442.781635,-953.957647,-548.58718,3758.809877,-1048.163631,-484.0679275,3440.626768,-1014.736253,-501.2786396,3718.310516,-1089.03504,-515.4517939,3207.590942,-989.1049204,-543.7049091,3517.544538,-1109.144338,6.85222381635581,3594.5953303375245
-485.2481012,3824.842017,-84.95301798,-761.8696839,3994.731712,-129.1742312,-420.9141596,3557.580064,-510.6510294,-669.0165324,3852.183279,-615.9300306,-386.9865156,3483.928426,-971.6154635,-543.2529359,3731.077552,-1039.068686,-379.0521526,3494.630907,-1036.517585,-495.8684837,3693.798312,-1082.669223,-396.6430686,3279.087117,-1042.816484,-522.5234136,3479.708444,-1091.846982,6.886657101865136,3100.3771502166064
-484.5042274,3817.347033,-87.14393945,-763.8078571,3982.025063,-133.6200632,-351.5623545,3561.581575,-514.1353651,-672.7300589,3849.561721,-630.5503556,-270.0508469,3514.890145,-975.3354696,-540.5692904,3715.852566,-1035.042759,-263.2470362,3540.944961,-1045.737497,-494.7826719,3690.934892,-1081.865385,-261.7438745,3342.810201,-1069.604923,-509.8232805,3481.509143,-1094.791033,6.921090387374462,3396.0067118291895
-484.9744822,3822.591875,-90.46654536,-767.9421418,3977.543091,-138.9651987,-274.757627,3544.960507,-503.6328948,-677.4192972,3840.529271,-642.6597996,-134.6227883,3482.921241,-925.6361199,-541.9881617,3718.810135,-1037.682495,-131.2730598,3527.588097,-998.9758373,-498.9826369,3704.350979,-1086.194807,-98.39557625,3337.504885,-1025.613234,-508.9730585,3507.671422,-1108.662177,6.955523672883787,3933.056535175027
-484.2998766,3824.249429,-91.06677542,-769.8017317,3968.34927,-142.2597689,-201.6914918,3508.90223,-471.6411024,-680.8118213,3827.791875,-646.4960566,-5.572255305,3414.385529,-829.730214,-544.0326528,3724.528949,-1039.735018,-6.259295545,3475.914146,-903.1294386,-504.5987706,3714.872776,-1088.664755,61.36126845,3297.875065,-931.3201216,-511.6798269,3526.01056,-1117.308054,6.989956958393113,3747.8425623964836
-481.3628969,3815.702948,-87.27137727,-767.2789747,3948.405158,-142.029511,-146.0265318,3496.53188,-427.6331226,-680.3787074,3813.488245,-643.1331638,93.82971021,3391.157861,-738.3421393,-544.3772297,3723.260855,-1038.056154,93.46192162,3463.63011,-814.502784,-508.0795437,3715.996543,-1087.471155,186.9789109,3303.921274,-836.3400698,-511.6238381,3530.57029,-1118.679389,7.024390243902439,2886.79874849807
-477.5654213,3804.889399,-80.79880737,-764.028963,3930.517321,-140.0893468,-108.0399597,3521.066967,-383.9132194,-678.0508888,3804.47792,-638.7896109,165.9547523,3450.65814,-684.5042051,-544.2695291,3720.603372,-1036.368049,172.5683596,3526.479065,-769.4747801,-509.3887509,3715.247287,-1086.519953,276.3262778,3356.846478,-752.153045,-510.2323338,3535.869805,-1120.220733,7.0588235294117645,2094.631430697097
-474.1997095,3799.297945,-74.0695829,-763.4626667,3926.76218,-138.880804,-80.29760218,3546.366684,-342.6387852,-678.7134395,3808.338016,-636.6495601,222.8208536,3539.462128,-646.6793037,-545.3534116,3723.016353,-1037.09173,239.2911484,3606.816785,-739.6213821,-510.5316875,3718.59021,-1087.752634,338.3539558,3361.331897,-649.273317,-510.7135611,3548.030107,-1124.563021,7.09325681492109,1651.486358587511
-470.3404465,3795.455185,-67.56387767,-763.8436795,3931.380998,-138.5789487,-61.40470093,3545.827574,-299.7448906,-683.9216504,3823.436346,-634.5441598,266.8737883,3584.917828,-586.7353784,-547.0141852,3727.346278,-1037.372333,290.2227079,3631.76853,-678.0227359,-512.4291358,3723.340187,-1088.583722,376.9995365,3259.84517,-516.9157395,-512.6860222,3559.678139,-1128.106935,7.127690100430415,1279.370645245842
-464.5310863,3785.982878,-60.3156,-761.6503825,3931.249283,-137.6197978,-55.96890773,3540.253604,-256.6738504,-689.395744,3837.410282,-629.7910571,295.2798601,3582.614956,-506.3234075,-547.7690065,3727.663122,-1034.418627,321.7098051,3611.856672,-589.9396251,-514.4067934,3724.963431,-1086.818463,397.4802045,3128.175334,-393.2937109,-513.8328725,3564.417474,-1128.440818,7.162123385939742,824.9596685249844
-457.6684303,3772.20927,-52.36642861,-756.8707694,3923.909055,-135.209489,-63.35804027,3559.332986,-221.9874309,-690.608304,3840.459293,-623.437188,308.0526136,3572.11976,-440.7906582,-547.8052195,3725.152731,-1030.635848,337.3040405,3601.085278,-521.7142643,-516.20497,3724.91524,-1084.60623,407.9874631,3071.874808,-322.4120064,-513.4841939,3564.067781,-1127.178182,7.196556671449067,370.94204956250144
-452.7709489,3765.026272,-45.67135841,-752.7313819,3917.97004,-132.3965535,-73.87911294,3595.413698,-202.016214,-688.6999081,3836.591083,-619.1126302,305.915258,3557.066263,-408.444123,-548.6258123,3725.845039,-1030.438292,338.1806581,3591.361253,-492.3809088,-518.5989536,3728.243763,-1085.476346,409.2845615,3076.036819,-302.9587448,-512.7143299,3563.401411,-1126.690345,7.230989956958393,-62.07236888333311
-451.8064044,3772.633363,-42.17908081,-751.6719402,3920.517703,-130.7783327,-77.50936133,3618.219915,-195.5609185,-687.920378,3835.517195,-618.7482154,292.8091219,3519.518403,-397.5555841,-550.6545164,3731.394425,-1034.050034,325.1722138,3543.481361,-481.2495351,-521.6845599,3735.414822,-1089.171929,398.9603764,3051.427907,-300.5336979,-512.3171651,3564.065137,-1127.227572,7.265423242467718,-380.62403590416966
-453.9112799,3790.892925,-41.82375042,-753.2626231,3929.548193,-130.7942398,-73.13775708,3618.528342,-199.0876518,-689.2641232,3838.32895,-620.7550316,281.452411,3493.332814,-401.8951945,-552.7676735,3737.720606,-1037.963014,311.4095764,3498.603075,-480.7767321,-524.2586887,3741.552922,-1092.306176,386.9283633,2999.920645,-299.2433769,-512.262175,3564.908396,-1127.737903,7.299856527977044,-329.8178123874936
-457.2918579,3809.512166,-43.31086203,-755.5227697,3937.545246,-131.5589504,-67.78166118,3616.556457,-212.5744405,-690.1490563,3838.796014,-622.5786744,281.0866813,3536.107529,-436.2628678,-554.0448791,3741.56482,-1040.164372,309.3032183,3539.878438,-514.8016335,-525.4738345,3743.773987,-1093.270497,387.7133924,3026.129389,-321.5060613,-512.4465091,3565.340703,-1127.885751,7.33428981348637,-10.621400037499328
-461.7355024,3825.080795,-46.21973357,-757.1629434,3939.423912,-132.046249,-67.45178397,3630.114009,-237.3272845,-689.103682,3834.512248,-623.5423264,280.5412316,3630.997331,-506.5932271,-554.5672155,3743.200684,-1041.318473,305.2664253,3651.610268,-592.809796,-525.7953915,3744.178723,-1093.363449,397.2581623,3178.814237,-395.2235969,-512.614013,3565.813599,-1128.001906,7.368723098995695,-15.840768370833615
-468.017901,3841.77334,-50.88167146,-758.5042305,3936.705783,-132.052642,-71.78989456,3649.35737,-271.1237344,-687.8522795,3830.031136,-624.5303049,258.8099204,3693.102518,-588.8802774,-554.7492225,3743.703032,-1041.992865,272.5688086,3725.138553,-682.5146806,-525.9792086,3744.795772,-1093.551033,395.8553971,3370.067916,-511.9949138,-512.1341239,3565.927017,-1127.863223,7.403156384505021,-631.113496100004
-475.4219509,3860.386175,-56.4995015,-760.6488078,3935.177537,-132.0132522,-80.78383107,3652.945252,-310.3831882,-689.0229637,3831.088089,-626.2153625,209.5078975,3678.171069,-655.8228921,-555.0476518,3744.018751,-1042.264376,207.2598309,3704.887691,-749.3590875,-526.1484975,3744.202826,-1093.294465,371.5244486,3482.759475,-630.713608,-511.2939795,3564.914949,-1127.229715,7.437589670014347,-1431.8129150541392
-481.2956647,3874.300689,-61.37815916,-763.7901805,3938.602479,-132.1845856,-102.4799524,3641.791358,-356.2028741,-692.8035108,3837.948176,-628.3347827,140.234963,3628.129625,-712.5320442,-555.6713356,3745.127777,-1043.021244,126.34609,3645.894493,-802.326198,-525.9026385,3740.804,-1092.597883,320.5836212,3499.599669,-727.5228185,-511.7436362,3564.05045,-1127.154328,7.472022955523673,-2011.8014727708473
-483.5152042,3878.338946,-65.64053095,-766.4656284,3944.646614,-132.3372783,-146.5557787,3639.460053,-412.4315969,-695.7393475,3842.849582,-630.0365676,52.82851501,3601.984437,-786.0750582,-555.5978446,3745.257266,-1044.307491,34.65687243,3622.652739,-876.0993155,-524.4541934,3735.95231,-1092.235312,229.5249194,3488.496436,-824.9160278,-513.2473965,3565.095952,-1128.320776,7.506456241032998,-2538.428927042934
-482.8149698,3875.453369,-71.90146371,-767.0231931,3947.783206,-132.3287223,-212.3459256,3658.506586,-475.806817,-694.0303537,3837.715713,-631.0243101,-58.25654884,3605.615237,-882.3496644,-553.3905501,3740.534782,-1043.922289,-79.03008469,3641.164275,-976.3903012,-521.2704422,3732.345311,-1091.945021,83.96425123,3496.801131,-949.1969452,-511.9119349,3565.665779,-1128.371697,7.5408895265423235,-3226.095395977105
-482.0053442,3870.12636,-81.74047673,-765.8483402,3946.048061,-132.6108434,-289.9015968,3681.136499,-531.7650053,-689.0714118,3828.308843,-632.8691419,-188.516478,3604.92768,-970.9156851,-550.4910732,3733.974391,-1042.043476,-213.0210847,3653.49259,-1065.282237,-517.9669358,3732.969989,-1092.153464,-99.26792567,3500.16207,-1071.113107,-507.1059361,3561.806241,-1125.372439,7.57532281205165,-3782.9654426882616
-483.0457655,3860.689251,-92.60340611,-765.4154018,3944.138787,-133.6153855,-371.1469654,3682.535938,-565.1063883,-686.9161103,3831.910926,-637.5522013,-321.16198,3578.5127,-1016.909445,-551.3261769,3738.219106,-1044.925393,-345.7899756,3623.474773,-1102.615882,-518.3921973,3742.054812,-1096.951424,-276.2982982,3450.114755,-1126.439387,-508.4608838,3557.856753,-1124.632101,7.609756097560975,-3852.246453916693
-485.8547987,3846.514608,-100.0424642,-767.7462916,3949.876866,-134.5831614,-454.8663795,3672.087326,-576.5829735,-689.9134206,3852.741343,-642.6213229,-447.4396098,3538.913629,-1018.106066,-557.2707899,3759.202416,-1056.427518,-464.3946276,3563.305238,-1089.138836,-524.0860059,3759.991479,-1108.344394,-427.2991582,3351.783409,-1101.286682,-526.1037734,3565.145401,-1134.567498,7.644189383070301,-3667.3128321083577
-489.6559349,3837.554325,-102.4965709,-772.0241822,3966.442368,-133.7175413,-541.1298088,3692.173466,-582.548849,-692.5716043,3870.470533,-640.0663508,-576.7292013,3515.09841,-1003.283334,-562.7576712,3781.588169,-1067.304413,-580.6031794,3516.010211,-1061.887587,-530.2654082,3775.491413,-1116.977868,-582.5531132,3276.789659,-1056.259947,-553.1551381,3584.665681,-1152.553137,7.678622668579626,-3754.7852198125242
