freq=240.00Hz 
type, time, id, pos_x, pos_y, pos_z, rot_w, rot_x, rot_y, rot_z, cond
M, 514645833, 0, 356.722839, 867.042114, 687.595764, 1, 0, 0, 0, 3.17
M, 514650000, 0, 356.921112, 866.984924, 688.411438, 1, 0, 0, 0, 3.17
M, 514654167, 0, 357.117035, 866.939819, 689.289978, 1, 0, 0, 0, 3.17
M, 514658333, 0, 357.326294, 866.886230, 690.226501, 1, 0, 0, 0, 3.17
M, 514662500, 0, 357.532318, 866.846130, 691.199829, 1, 0, 0, 0, 3.17
M, 514666667, 0, 357.795502, 866.834229, 692.221375, 1, 0, 0, 0, 3.17
M, 514670833, 0, 358.070618, 866.830994, 693.313049, 1, 0, 0, 0, 3.15
M, 514675000, 0, 358.308746, 866.817322, 694.423218, 1, 0, 0, 0, 3.15
M, 514679167, 0, 358.472595, 866.764832, 695.564453, 1, 0, 0, 0, 3.15
M, 514683333, 0, 358.745575, 866.758179, 696.746643, 1, 0, 0, 0, 3.15
M, 514687500, 0, 359.045776, 866.783203, 697.983704, 1, 0, 0, 0, 3.15
M, 514691667, 0, 359.275940, 866.776550, 699.254395, 1, 0, 0, 0, 3.17
M, 514695833, 0, 359.582672, 866.790466, 700.592407, 1, 0, 0, 0, 3.15
M, 514700000, 0, 359.845367, 866.785461, 701.960327, 1, 0, 0, 0, 3.22
M, 514704167, 0, 360.112946, 866.789307, 703.337402, 1, 0, 0, 0, 3.22
M, 514708333, 0, 360.404419, 866.818481, 704.766418, 1, 0, 0, 0, 3.22
M, 514712500, 0, 360.711731, 866.841980, 706.246338, 1, 0, 0, 0, 3.22
M, 514716667, 0, 361.016907, 866.876770, 707.755188, 1, 0, 0, 0, 3.22
M, 514720833, 0, 361.329010, 866.914917, 709.311523, 1, 0, 0, 0, 3.22
M, 514725000, 0, 361.664642, 866.963318, 710.903564, 1, 0, 0, 0, 3.22
M, 514729167, 0, 361.986481, 866.984558, 712.561340, 1, 0, 0, 0, 3.22
M, 514733333, 0, 362.298676, 867.042969, 714.219910, 1, 0, 0, 0, 3.16
M, 514737500, 0, 362.644989, 867.108765, 715.889038, 1, 0, 0, 0, 3.23
M, 514741667, 0, 362.974243, 867.137512, 717.629395, 1, 0, 0, 0, 3.23
M, 514745833, 0, 363.298950, 867.212219, 719.386597, 1, 0, 0, 0, 3.16
M, 514750000, 0, 363.631104, 867.265076, 721.178589, 1, 0, 0, 0, 3.16
M, 514754167, 0, 363.956757, 867.309387, 723.002319, 1, 0, 0, 0, 3.16
M, 514758333, 0, 364.287811, 867.366638, 724.843018, 1, 0, 0, 0, 3.16
M, 514762500, 0, 364.612793, 867.428467, 726.706482, 1, 0, 0, 0, 3.16
M, 514766667, 0, 364.944611, 867.476440, 728.616577, 1, 0, 0, 0, 3.16
M, 514770833, 0, 365.272858, 867.528992, 730.557739, 1, 0, 0, 0, 3.16
M, 514775000, 0, 365.588867, 867.599548, 732.507324, 1, 0, 0, 0, 3.16
M, 514779167, 0, 365.898071, 867.642456, 734.509949, 1, 0, 0, 0, 3.16
M, 514783333, 0, 366.231018, 867.724609, 736.512024, 1, 0, 0, 0, 3.16
M, 514787500, 0, 366.527130, 867.780151, 738.580383, 1, 0, 0, 0, 3.16
M, 514791667, 0, 366.836456, 867.809814, 740.685608, 1, 0, 0, 0, 3.16
M, 514795833, 0, 367.148468, 867.882935, 742.781433, 1, 0, 0, 0, 3.16
M, 514800000, 0, 367.455750, 867.941101, 744.912842, 1, 0, 0, 0, 3.16
M, 514804167, 0, 367.750427, 868.003296, 747.059143, 1, 0, 0, 0, 3.16
M, 514808333, 0, 368.046570, 868.068176, 749.235779, 1, 0, 0, 0, 3.16
M, 514812500, 0, 368.334381, 868.127075, 751.417847, 1, 0, 0, 0, 3.16
M, 514816667, 0, 368.593140, 868.177246, 753.626953, 1, 0, 0, 0, 3.16
M, 514820833, 0, 368.874298, 868.236023, 755.859558, 1, 0, 0, 0, 3.16
M, 514825000, 0, 369.136566, 868.292297, 758.093323, 1, 0, 0, 0, 3.16
M, 514829167, 0, 369.405182, 868.353577, 760.342590, 1, 0, 0, 0, 3.16
M, 514833333, 0, 369.647888, 868.418030, 762.605896, 1, 0, 0, 0, 3.16
M, 514837500, 0, 369.910858, 868.475952, 764.894714, 1, 0, 0, 0, 3.16
M, 514841667, 0, 370.137238, 868.527344, 767.227966, 1, 0, 0, 0, 3.16
M, 514845833, 0, 370.377533, 868.594116, 769.556458, 1, 0, 0, 0, 3.19
M, 514850000, 0, 370.604126, 868.657288, 771.895996, 1, 0, 0, 0, 3.19
M, 514854167, 0, 370.812683, 868.726196, 774.247986, 1, 0, 0, 0, 3.19
M, 514858333, 0, 371.053406, 868.797119, 776.632019, 1, 0, 0, 0, 3.19
M, 514862500, 0, 371.254547, 868.848389, 779.032166, 1, 0, 0, 0, 3.19
M, 514866667, 0, 371.454865, 868.902161, 781.438721, 1, 0, 0, 0, 3.19
M, 514870833, 0, 371.640320, 868.981445, 783.873413, 1, 0, 0, 0, 3.19
M, 514875000, 0, 371.827728, 869.049622, 786.291199, 1, 0, 0, 0, 3.19
M, 514879167, 0, 371.993347, 869.110291, 788.753479, 1, 0, 0, 0, 3.19
M, 514883333, 0, 372.148193, 869.163086, 791.214905, 1, 0, 0, 0, 3.19
M, 514887500, 0, 372.266815, 869.207336, 793.715515, 1, 0, 0, 0, 3.09
M, 514891667, 0, 372.417236, 869.281006, 796.180359, 1, 0, 0, 0, 3.09
M, 514895833, 0, 372.537750, 869.338440, 798.679504, 1, 0, 0, 0, 3.09
M, 514900000, 0, 372.660767, 869.402466, 801.179993, 1, 0, 0, 0, 3.09
M, 514904167, 0, 372.826447, 869.525269, 803.662842, 1, 0, 0, 0, 3.09
M, 514908333, 0, 372.924713, 869.631348, 806.149048, 1, 0, 0, 0, 3.07
M, 514912500, 0, 373.005005, 869.684021, 808.668579, 1, 0, 0, 0, 3.07
M, 514916667, 0, 372.994049, 869.632568, 811.310791, 1, 0, 0, 0, 3.09
M, 514920833, 0, 373.058838, 869.678894, 813.852112, 1, 0, 0, 0, 3.09
M, 514925000, 0, 373.194733, 869.824829, 816.348999, 1, 0, 0, 0, 3.07
M, 514929167, 0, 373.239838, 869.884338, 818.915649, 1, 0, 0, 0, 3.07
M, 514933333, 0, 373.223083, 869.859619, 821.519775, 1, 0, 0, 0, 3.09
M, 514937500, 0, 373.221161, 869.870117, 824.143250, 1, 0, 0, 0, 3.09
M, 514941667, 0, 373.225891, 869.922485, 826.707092, 1, 0, 0, 0, 3.09
M, 514945833, 0, 373.243256, 869.946533, 829.292358, 1, 0, 0, 0, 3.09
M, 514950000, 0, 373.304474, 870.063721, 831.805603, 1, 0, 0, 0, 3.07
M, 514954167, 0, 373.279572, 870.113342, 834.355835, 1, 0, 0, 0, 3.07
M, 514958333, 0, 373.196594, 870.053101, 837.015625, 1, 0, 0, 0, 3.09
M, 514962500, 0, 373.152283, 870.047852, 839.621155, 1, 0, 0, 0, 3.09
M, 514966667, 0, 373.094666, 870.071472, 842.197998, 1, 0, 0, 0, 3.09
M, 514970833, 0, 373.044037, 870.101379, 844.762939, 1, 0, 0, 0, 3.09
M, 514975000, 0, 372.958588, 870.102234, 847.354431, 1, 0, 0, 0, 3.09
M, 514979167, 0, 372.887512, 870.117615, 849.951599, 1, 0, 0, 0, 3.09
M, 514983333, 0, 372.788086, 870.127258, 852.536987, 1, 0, 0, 0, 3.09
M, 514987500, 0, 372.681061, 870.144104, 855.119324, 1, 0, 0, 0, 3.09
M, 514991667, 0, 372.569183, 870.146118, 857.717285, 1, 0, 0, 0, 3.09
M, 514995833, 0, 372.441895, 870.153625, 860.313660, 1, 0, 0, 0, 3.09
M, 515000000, 0, 372.301819, 870.144165, 862.921387, 1, 0, 0, 0, 3.09
M, 515004167, 0, 372.221436, 870.244324, 865.426208, 1, 0, 0, 0, 3.07
M, 515008333, 0, 372.057434, 870.240051, 868.013611, 1, 0, 0, 0, 3.07
M, 515012500, 0, 371.893372, 870.223938, 870.614624, 1, 0, 0, 0, 3.07
M, 515016667, 0, 371.723053, 870.221313, 873.175781, 1, 0, 0, 0, 3.07
M, 515020833, 0, 371.532196, 870.211548, 875.763123, 1, 0, 0, 0, 3.07
M, 515025000, 0, 371.323212, 870.198914, 878.325012, 1, 0, 0, 0, 3.07
M, 515029167, 0, 371.115814, 870.166626, 880.903320, 1, 0, 0, 0, 3.07
M, 515033333, 0, 370.891357, 870.141602, 883.465759, 1, 0, 0, 0, 3.07
M, 515037500, 0, 370.587372, 870.028809, 886.097961, 1, 0, 0, 0, 3.10
M, 515041667, 0, 370.355682, 870.002075, 888.668030, 1, 0, 0, 0, 3.10
M, 515045833, 0, 370.111572, 869.972290, 891.211121, 1, 0, 0, 0, 3.10
M, 515050000, 0, 369.844574, 869.929260, 893.741272, 1, 0, 0, 0, 3.10
M, 515054167, 0, 369.572632, 869.903992, 896.274231, 1, 0, 0, 0, 3.10
M, 515058333, 0, 369.357635, 869.970764, 898.720276, 1, 0, 0, 0, 3.07
M, 515062500, 0, 369.087860, 869.937744, 901.228760, 1, 0, 0, 0, 3.07
M, 515066667, 0, 368.711914, 869.813721, 903.789734, 1, 0, 0, 0, 3.10
M, 515070833, 0, 368.405060, 869.766052, 906.273254, 1, 0, 0, 0, 3.10
M, 515075000, 0, 368.163696, 869.839844, 908.665161, 1, 0, 0, 0, 3.07
M, 515079167, 0, 367.838898, 869.787659, 911.134216, 1, 0, 0, 0, 3.07
M, 515083333, 0, 367.488708, 869.736267, 913.580322, 1, 0, 0, 0, 3.07
M, 515087500, 0, 367.137085, 869.689148, 916.039978, 1, 0, 0, 0, 3.07
M, 515091667, 0, 366.788788, 869.642090, 918.466736, 1, 0, 0, 0, 3.07
M, 515095833, 0, 366.419342, 869.597961, 920.880493, 1, 0, 0, 0, 3.07
M, 515100000, 0, 366.055817, 869.556274, 923.309204, 1, 0, 0, 0, 3.07
M, 515104167, 0, 365.682129, 869.499878, 925.728027, 1, 0, 0, 0, 3.07
M, 515108333, 0, 365.301544, 869.457092, 928.137085, 1, 0, 0, 0, 3.07
M, 515112500, 0, 364.896790, 869.387085, 930.541870, 1, 0, 0, 0, 3.07
M, 515116667, 0, 364.506531, 869.337280, 932.934326, 1, 0, 0, 0, 3.07
M, 515120833, 0, 364.121552, 869.286011, 935.309021, 1, 0, 0, 0, 3.07
M, 515125000, 0, 363.697754, 869.224731, 937.673645, 1, 0, 0, 0, 3.07
M, 515129167, 0, 363.285889, 869.153687, 940.047180, 1, 0, 0, 0, 3.07
M, 515133333, 0, 362.853088, 869.091797, 942.400574, 1, 0, 0, 0, 3.07
M, 515137500, 0, 362.419708, 869.040771, 944.712769, 1, 0, 0, 0, 3.07
M, 515141667, 0, 361.973785, 868.982239, 947.012817, 1, 0, 0, 0, 3.07
M, 515145833, 0, 361.533875, 868.931458, 949.291260, 1, 0, 0, 0, 3.07
M, 515150000, 0, 361.090179, 868.863403, 951.573975, 1, 0, 0, 0, 3.07
M, 515154167, 0, 360.629181, 868.786621, 953.829224, 1, 0, 0, 0, 3.07
M, 515158333, 0, 360.159332, 868.718201, 956.070068, 1, 0, 0, 0, 3.13
M, 515162500, 0, 359.706604, 868.644287, 958.291687, 1, 0, 0, 0, 3.13
M, 515166667, 0, 359.234680, 868.556580, 960.520813, 1, 0, 0, 0, 3.13
M, 515170833, 0, 358.742462, 868.481323, 962.705139, 1, 0, 0, 0, 3.07
M, 515175000, 0, 358.266968, 868.397156, 964.889099, 1, 0, 0, 0, 3.07
M, 515179167, 0, 357.787048, 868.331848, 967.025940, 1, 0, 0, 0, 3.07
M, 515183333, 0, 357.296692, 868.241638, 969.166565, 1, 0, 0, 0, 3.07
M, 515187500, 0, 356.802246, 868.178772, 971.260498, 1, 0, 0, 0, 3.13
M, 515191667, 0, 356.305573, 868.108337, 973.359192, 1, 0, 0, 0, 3.13
M, 515195833, 0, 355.802643, 868.026550, 975.457520, 1, 0, 0, 0, 3.13
M, 515200000, 0, 355.316162, 867.948730, 977.543518, 1, 0, 0, 0, 3.07
M, 515204167, 0, 354.798401, 867.890991, 979.560303, 1, 0, 0, 0, 3.17
M, 515208333, 0, 354.281860, 867.829773, 981.616699, 1, 0, 0, 0, 3.17
M, 515212500, 0, 353.761414, 867.765259, 983.676941, 1, 0, 0, 0, 3.10
M, 515216667, 0, 353.256134, 867.700256, 985.647522, 1, 0, 0, 0, 3.13
M, 515220833, 0, 352.747772, 867.641418, 987.641785, 1, 0, 0, 0, 3.13
M, 515225000, 0, 352.223053, 867.576172, 989.620850, 1, 0, 0, 0, 3.13
M, 515229167, 0, 351.684692, 867.504639, 991.590332, 1, 0, 0, 0, 3.13
M, 515233333, 0, 351.148956, 867.449463, 993.539612, 1, 0, 0, 0, 3.13
M, 515237500, 0, 350.617065, 867.365295, 995.436035, 1, 0, 0, 0, 3.13
M, 515241667, 0, 350.082520, 867.273376, 997.386414, 1, 0, 0, 0, 3.13
M, 515245833, 0, 349.548126, 867.200317, 999.246704, 1, 0, 0, 0, 3.08
M, 515250000, 0, 349.007996, 867.151550, 1001.106445, 1, 0, 0, 0, 3.10
M, 515254167, 0, 348.490601, 867.052612, 1002.925903, 1, 0, 0, 0, 3.08
M, 515258333, 0, 347.984680, 866.964661, 1004.742554, 1, 0, 0, 0, 3.08
M, 515262500, 0, 347.466278, 866.869629, 1006.515808, 1, 0, 0, 0, 3.08
M, 515266667, 0, 346.938110, 866.815613, 1008.233948, 1, 0, 0, 0, 3.18
M, 515270833, 0, 346.421234, 866.706909, 1009.945801, 1, 0, 0, 0, 3.18
M, 515275000, 0, 345.936249, 866.620361, 1011.618286, 1, 0, 0, 0, 3.18
M, 515279167, 0, 345.422241, 866.511292, 1013.297241, 1, 0, 0, 0, 3.18
M, 515283333, 0, 344.931366, 866.437134, 1014.895752, 1, 0, 0, 0, 3.13
M, 515287500, 0, 344.433044, 866.321655, 1016.513733, 1, 0, 0, 0, 3.13
M, 515291667, 0, 343.952026, 866.223877, 1018.074707, 1, 0, 0, 0, 3.13
M, 515295833, 0, 343.472809, 866.102051, 1019.630615, 1, 0, 0, 0, 3.11
M, 515300000, 0, 343.006500, 865.986511, 1021.187500, 1, 0, 0, 0, 3.11
M, 515304167, 0, 342.514160, 865.899536, 1022.678101, 1, 0, 0, 0, 3.18
M, 515308333, 0, 342.043274, 865.803528, 1024.145142, 1, 0, 0, 0, 3.13
M, 515312500, 0, 341.566345, 865.672913, 1025.593140, 1, 0, 0, 0, 3.14
M, 515316667, 0, 341.092010, 865.553223, 1027.022217, 1, 0, 0, 0, 3.14
M, 515320833, 0, 340.646545, 865.435425, 1028.403198, 1, 0, 0, 0, 3.14
M, 515325000, 0, 340.157471, 865.309753, 1029.787476, 1, 0, 0, 0, 3.14
M, 515329167, 0, 339.723267, 865.181763, 1031.130493, 1, 0, 0, 0, 3.18
M, 515333333, 0, 339.267303, 865.047668, 1032.455811, 1, 0, 0, 0, 3.18
M, 515337500, 0, 338.825775, 864.900635, 1033.744873, 1, 0, 0, 0, 3.11
M, 515341667, 0, 338.405518, 864.761536, 1035.017090, 1, 0, 0, 0, 3.11
M, 515345833, 0, 337.996002, 864.629456, 1036.215576, 1, 0, 0, 0, 3.18
M, 515350000, 0, 337.579529, 864.471863, 1037.420410, 1, 0, 0, 0, 3.18
M, 515354167, 0, 337.166656, 864.302612, 1038.647583, 1, 0, 0, 0, 3.11
M, 515358333, 0, 336.765564, 864.169556, 1039.779907, 1, 0, 0, 0, 3.11
M, 515362500, 0, 336.414490, 864.009460, 1040.946655, 1, 0, 0, 0, 3.11
M, 515366667, 0, 336.017944, 863.839600, 1042.031006, 1, 0, 0, 0, 3.11
M, 515370833, 0, 335.652161, 863.676880, 1043.094360, 1, 0, 0, 0, 3.11
M, 515375000, 0, 335.276459, 863.524597, 1044.141846, 1, 0, 0, 0, 3.11
M, 515379167, 0, 334.905182, 863.377380, 1045.175903, 1, 0, 0, 0, 3.18
M, 515383333, 0, 334.535156, 863.236023, 1046.163696, 1, 0, 0, 0, 3.17
M, 515387500, 0, 334.178986, 863.104065, 1047.129761, 1, 0, 0, 0, 3.17
M, 515391667, 0, 333.819366, 862.955994, 1048.132813, 1, 0, 0, 0, 3.11
M, 515395833, 0, 333.456787, 862.808411, 1049.061890, 1, 0, 0, 0, 3.11
M, 515400000, 0, 333.105286, 862.656189, 1049.990112, 1, 0, 0, 0, 3.11
M, 515404167, 0, 332.749786, 862.542603, 1050.872925, 1, 0, 0, 0, 3.11
M, 515408333, 0, 332.416748, 862.425842, 1051.737671, 1, 0, 0, 0, 3.11
M, 515412500, 0, 332.095490, 862.289001, 1052.652832, 1, 0, 0, 0, 3.11
M, 515416667, 0, 331.769531, 862.192200, 1053.517334, 1, 0, 0, 0, 3.11
M, 515420833, 0, 331.475739, 862.075745, 1054.354614, 1, 0, 0, 0, 3.11
M, 515425000, 0, 331.162720, 861.944641, 1055.213867, 1, 0, 0, 0, 3.11
M, 515429167, 0, 330.815887, 861.796814, 1056.018799, 1, 0, 0, 0, 3.23
M, 515433333, 0, 330.515076, 861.676636, 1056.846191, 1, 0, 0, 0, 3.20
M, 515437500, 0, 330.274811, 861.556335, 1057.611816, 1, 0, 0, 0, 3.20
M, 515441667, 0, 329.984192, 861.458984, 1058.346802, 1, 0, 0, 0, 3.30
M, 515445833, 0, 329.731079, 861.325562, 1059.104004, 1, 0, 0, 0, 3.20
M, 515450000, 0, 329.457977, 861.185364, 1059.814575, 1, 0, 0, 0, 3.20
M, 515454167, 0, 329.197113, 861.049500, 1060.470703, 1, 0, 0, 0, 3.20
M, 515458333, 0, 328.961487, 860.921204, 1061.095581, 1, 0, 0, 0, 3.30
M, 515462500, 0, 328.738068, 860.800110, 1061.645020, 1, 0, 0, 0, 3.30
M, 515466667, 0, 328.490479, 860.643677, 1062.206177, 1, 0, 0, 0, 3.30
M, 515470833, 0, 328.300812, 860.479065, 1062.741333, 1, 0, 0, 0, 3.20
M, 515475000, 0, 328.129700, 860.345093, 1063.202026, 1, 0, 0, 0, 3.20
M, 515479167, 0, 327.939880, 860.177246, 1063.650757, 1, 0, 0, 0, 3.20
M, 515483333, 0, 327.751678, 860.020935, 1064.034302, 1, 0, 0, 0, 3.31
M, 515487500, 0, 327.613342, 859.908142, 1064.386719, 1, 0, 0, 0, 3.30
M, 515491667, 0, 327.469666, 859.724121, 1064.746094, 1, 0, 0, 0, 3.20
M, 515495833, 0, 327.374878, 859.557129, 1065.060913, 1, 0, 0, 0, 3.20
M, 515500000, 0, 327.265686, 859.400940, 1065.322632, 1, 0, 0, 0, 3.20
M, 515504167, 0, 327.167786, 859.248840, 1065.570190, 1, 0, 0, 0, 3.11
M, 515508333, 0, 327.072296, 859.078613, 1065.774414, 1, 0, 0, 0, 3.11
M, 515512500, 0, 326.986847, 858.912415, 1065.944702, 1, 0, 0, 0, 3.11
M, 515516667, 0, 326.949036, 858.766724, 1066.109985, 1, 0, 0, 0, 3.11
M, 515520833, 0, 326.897797, 858.585571, 1066.237671, 1, 0, 0, 0, 3.11
M, 515525000, 0, 326.838715, 858.386475, 1066.337769, 1, 0, 0, 0, 3.11
M, 515529167, 0, 326.802795, 858.233643, 1066.380249, 1, 0, 0, 0, 3.11
M, 515533333, 0, 326.748077, 858.036560, 1066.394043, 1, 0, 0, 0, 3.11
M, 515537500, 0, 326.728973, 857.867676, 1066.355713, 1, 0, 0, 0, 3.17
M, 515541667, 0, 326.692535, 857.673950, 1066.346558, 1, 0, 0, 0, 3.16
M, 515545833, 0, 326.695313, 857.533875, 1066.276367, 1, 0, 0, 0, 3.18
M, 515550000, 0, 326.705444, 857.374023, 1066.207520, 1, 0, 0, 0, 3.18
M, 515554167, 0, 326.697266, 857.169189, 1066.123169, 1, 0, 0, 0, 3.11
M, 515558333, 0, 326.725098, 857.009827, 1066.002686, 1, 0, 0, 0, 3.11
M, 515562500, 0, 326.727325, 856.837952, 1065.836792, 1, 0, 0, 0, 3.11
M, 515566667, 0, 326.761108, 856.683899, 1065.636108, 1, 0, 0, 0, 3.17
M, 515570833, 0, 326.799774, 856.546570, 1065.407837, 1, 0, 0, 0, 3.17
M, 515575000, 0, 326.865662, 856.386353, 1065.189697, 1, 0, 0, 0, 3.11
M, 515579167, 0, 326.887207, 856.218628, 1064.926147, 1, 0, 0, 0, 3.16
M, 515583333, 0, 326.928253, 856.064758, 1064.687134, 1, 0, 0, 0, 3.16
M, 515587500, 0, 326.987030, 855.897278, 1064.393433, 1, 0, 0, 0, 3.16
M, 515591667, 0, 327.084595, 855.768372, 1064.038696, 1, 0, 0, 0, 3.11
M, 515595833, 0, 327.203491, 855.634521, 1063.711914, 1, 0, 0, 0, 3.11
M, 515600000, 0, 327.256897, 855.494690, 1063.318481, 1, 0, 0, 0, 3.16
M, 515604167, 0, 327.326508, 855.364746, 1062.876343, 1, 0, 0, 0, 3.16
M, 515608333, 0, 327.429596, 855.229797, 1062.455688, 1, 0, 0, 0, 3.16
M, 515612500, 0, 327.572083, 855.127502, 1061.963013, 1, 0, 0, 0, 3.16
M, 515616667, 0, 327.741608, 855.040527, 1061.486206, 1, 0, 0, 0, 3.11
M, 515620833, 0, 327.894226, 854.923340, 1060.975708, 1, 0, 0, 0, 3.11
M, 515625000, 0, 328.013611, 854.789795, 1060.398315, 1, 0, 0, 0, 3.16
M, 515629167, 0, 328.134949, 854.671326, 1059.802979, 1, 0, 0, 0, 3.16
M, 515633333, 0, 328.330841, 854.579163, 1059.190186, 1, 0, 0, 0, 3.17
M, 515637500, 0, 328.429321, 854.454956, 1058.505127, 1, 0, 0, 0, 3.20
M, 515641667, 0, 328.585419, 854.331055, 1057.819580, 1, 0, 0, 0, 3.20
M, 515645833, 0, 328.821411, 854.277100, 1057.159058, 1, 0, 0, 0, 3.17
M, 515650000, 0, 329.058563, 854.215576, 1056.435181, 1, 0, 0, 0, 3.17
M, 515654167, 0, 329.248505, 854.101257, 1055.699097, 1, 0, 0, 0, 3.17
M, 515658333, 0, 329.442719, 854.008118, 1054.939087, 1, 0, 0, 0, 3.17
M, 515662500, 0, 329.635742, 853.906433, 1054.143555, 1, 0, 0, 0, 3.17
M, 515666667, 0, 329.774658, 853.760437, 1053.330200, 1, 0, 0, 0, 3.20
M, 515670833, 0, 329.965942, 853.654480, 1052.499390, 1, 0, 0, 0, 3.20
M, 515675000, 0, 330.258240, 853.632141, 1051.662354, 1, 0, 0, 0, 3.17
M, 515679167, 0, 330.502594, 853.532288, 1050.782227, 1, 0, 0, 0, 3.17
M, 515683333, 0, 330.726349, 853.461548, 1049.887939, 1, 0, 0, 0, 3.17
M, 515687500, 0, 330.951294, 853.395996, 1048.991089, 1, 0, 0, 0, 3.17
M, 515691667, 0, 331.218628, 853.351563, 1048.039917, 1, 0, 0, 0, 3.17
M, 515695833, 0, 331.444946, 853.264893, 1047.094849, 1, 0, 0, 0, 3.17
M, 515700000, 0, 331.695770, 853.207886, 1046.145386, 1, 0, 0, 0, 3.18
M, 515704167, 0, 331.953735, 853.148071, 1045.107788, 1, 0, 0, 0, 3.17
M, 515708333, 0, 332.214111, 853.080811, 1044.094238, 1, 0, 0, 0, 3.17
M, 515712500, 0, 332.485016, 853.009399, 1043.026855, 1, 0, 0, 0, 3.18
M, 515716667, 0, 332.781189, 852.959717, 1041.971924, 1, 0, 0, 0, 3.30
M, 515720833, 0, 333.081879, 852.882690, 1040.822021, 1, 0, 0, 0, 3.30
M, 515725000, 0, 333.369019, 852.811035, 1039.692383, 1, 0, 0, 0, 3.30
M, 515729167, 0, 333.692963, 852.782104, 1038.558472, 1, 0, 0, 0, 3.30
M, 515733333, 0, 334.001465, 852.716248, 1037.387451, 1, 0, 0, 0, 3.30
M, 515737500, 0, 334.320374, 852.655945, 1036.158081, 1, 0, 0, 0, 3.30
M, 515741667, 0, 334.657166, 852.596008, 1034.932251, 1, 0, 0, 0, 3.30
M, 515745833, 0, 334.979828, 852.561035, 1033.687012, 1, 0, 0, 0, 3.30
M, 515750000, 0, 335.294159, 852.495972, 1032.418579, 1, 0, 0, 0, 3.30
M, 515754167, 0, 335.622101, 852.438660, 1031.138428, 1, 0, 0, 0, 3.29
M, 515758333, 0, 335.949280, 852.400635, 1029.849365, 1, 0, 0, 0, 3.29
M, 515762500, 0, 336.273285, 852.331360, 1028.539307, 1, 0, 0, 0, 3.29
M, 515766667, 0, 336.603363, 852.287964, 1027.208740, 1, 0, 0, 0, 3.29
M, 515770833, 0, 336.940155, 852.250305, 1025.875488, 1, 0, 0, 0, 3.29
M, 515775000, 0, 337.291992, 852.222778, 1024.525024, 1, 0, 0, 0, 3.29
M, 515779167, 0, 337.656952, 852.193054, 1023.146790, 1, 0, 0, 0, 3.29
M, 515783333, 0, 338.013733, 852.167175, 1021.789856, 1, 0, 0, 0, 3.29
M, 515787500, 0, 338.252808, 852.060486, 1020.263855, 1, 0, 0, 0, 3.20
M, 515791667, 0, 338.612640, 852.026062, 1018.834534, 1, 0, 0, 0, 3.20
M, 515795833, 0, 339.030609, 852.045105, 1017.429260, 1, 0, 0, 0, 3.17
M, 515800000, 0, 339.394958, 852.033081, 1015.974487, 1, 0, 0, 0, 3.17
M, 515804167, 0, 339.751862, 851.995178, 1014.503662, 1, 0, 0, 0, 3.17
M, 515808333, 0, 340.110565, 851.973816, 1013.013550, 1, 0, 0, 0, 3.17
M, 515812500, 0, 340.443481, 851.941162, 1011.521851, 1, 0, 0, 0, 3.17
M, 515816667, 0, 340.844604, 851.961060, 1010.009094, 1, 0, 0, 0, 3.17
M, 515820833, 0, 341.145203, 851.904358, 1008.460938, 1, 0, 0, 0, 3.20
M, 515825000, 0, 341.503723, 851.902344, 1006.912659, 1, 0, 0, 0, 3.20
M, 515829167, 0, 341.912811, 851.937866, 1005.374939, 1, 0, 0, 0, 3.17
M, 515833333, 0, 342.306854, 851.959778, 1003.801147, 1, 0, 0, 0, 3.17
M, 515837500, 0, 342.633026, 851.928650, 1002.200928, 1, 0, 0, 0, 3.20
M, 515841667, 0, 343.100403, 852.001160, 1000.635193, 1, 0, 0, 0, 3.13
M, 515845833, 0, 343.471497, 852.027832, 999.021729, 1, 0, 0, 0, 3.13
M, 515850000, 0, 343.845886, 852.031189, 997.399170, 1, 0, 0, 0, 3.13
M, 515854167, 0, 344.230042, 852.066345, 995.766602, 1, 0, 0, 0, 3.13
M, 515858333, 0, 344.630188, 852.096497, 994.094421, 1, 0, 0, 0, 3.13
M, 515862500, 0, 344.973633, 852.094727, 992.431580, 1, 0, 0, 0, 3.18
M, 515866667, 0, 345.329834, 852.091980, 990.744873, 1, 0, 0, 0, 3.18
M, 515870833, 0, 345.716858, 852.110474, 989.065369, 1, 0, 0, 0, 3.18
M, 515875000, 0, 346.084686, 852.141235, 987.370972, 1, 0, 0, 0, 3.18
M, 515879167, 0, 346.482727, 852.163879, 985.661499, 1, 0, 0, 0, 3.18
M, 515883333, 0, 346.936707, 852.215576, 983.950378, 1, 0, 0, 0, 3.17
M, 515887500, 0, 347.345551, 852.243042, 982.196045, 1, 0, 0, 0, 3.17
M, 515891667, 0, 347.706879, 852.259949, 980.461487, 1, 0, 0, 0, 3.13
M, 515895833, 0, 348.083984, 852.281860, 978.710388, 1, 0, 0, 0, 3.12
M, 515900000, 0, 348.471191, 852.305603, 976.937012, 1, 0, 0, 0, 3.12
M, 515904167, 0, 348.847260, 852.326233, 975.155396, 1, 0, 0, 0, 3.17
M, 515908333, 0, 349.223175, 852.366760, 973.375122, 1, 0, 0, 0, 3.17
M, 515912500, 0, 349.518799, 852.360779, 971.573792, 1, 0, 0, 0, 3.18
M, 515916667, 0, 349.883850, 852.377014, 969.764648, 1, 0, 0, 0, 3.18
