0_pos_x,0_pos_y,0_pos_z
-1230.946655,1016.52594,1082.808594
-1225.731934,1016.501099,1081.877808
-1219.944336,1015.986877,1081.006104
-1214.418213,1015.686951,1080.163574
-1208.96875,1015.257751,1079.355225
-1203.715698,1014.988586,1078.53894
-1198.620728,1014.113831,1078.009399
-1193.573242,1013.571411,1077.477173
-1188.26709,1013.020691,1076.730713
-1182.439209,1012.565552,1075.6604
-1177.507202,1012.144043,1075.057373
-1173.043701,1011.450684,1074.883423
-1168.082397,1010.767151,1074.278809
-1162.960815,1010.068359,1073.621216
-1157.977661,1009.43988,1072.908325
-1152.801758,1008.641174,1072.188965
-1147.656128,1007.953125,1071.411987
-1142.488159,1007.231384,1070.598267
-1137.597412,1006.823242,1069.7052
-1132.598022,1006.357971,1068.524536
-1127.559204,1005.675232,1067.699219
-1122.390381,1004.993469,1066.78064
-1117.577637,1004.372192,1066.005615
-1112.418823,1003.503967,1065.253662
-1107.417725,1002.772888,1064.455444
-1102.118652,1002.072388,1063.394409
-1097.490112,1001.282959,1062.820801
-1092.558105,1000.542847,1061.994507
-1087.589722,999.752014,1061.163818
-1082.512207,999.002869,1060.202759
-1077.764282,998.210632,1059.459961
-1073.451904,997.356689,1058.556274
-1068.845581,996.33252,1057.755859
-1064.032837,995.505859,1056.80481
-1059.067261,994.692505,1055.878296
-1054.363281,994.118896,1054.83728
-1048.63208,993.349182,1053.861206
-1043.276245,992.583679,1052.949097
-1038.206909,991.83606,1051.89624
-1033.449097,991.128723,1050.782349
-1029.113525,990.254456,1050.228394
-1024.256226,989.490479,1049.008179
-1019.3302,988.714661,1047.816528
-1014.4021,987.948425,1046.632446
-1009.473877,987.166016,1045.418701
-1004.550964,986.348328,1044.190918
-999.666016,985.555908,1042.921021
-994.768311,984.749817,1041.641113
-989.953247,984.071228,1040.280884
-985.043579,983.152954,1039.012451
-980.154114,982.325562,1037.627686
-975.118713,981.51947,1036.122559
-970.591003,980.905457,1034.789795
-965.566345,979.82843,1033.432617
-960.716064,978.994812,1031.973755
-955.85614,978.155701,1030.490356
-951.116272,977.415161,1028.94165
-946.124146,976.413696,1027.43042
-941.278625,975.53064,1025.887451
-936.42157,974.625,1024.305542
-931.570923,973.701904,1022.694519
-926.735962,972.784607,1021.073853
-921.903198,971.827881,1019.450623
-917.081421,970.816284,1017.788818
-912.258789,969.81842,1016.097473
-907.492371,968.868652,1014.357361
-902.651123,967.686035,1012.693848
-897.867126,966.552795,1010.970642
-893.094482,965.357666,1009.245361
-888.532593,964.348145,1007.453125
-883.626282,962.84491,1005.790527
-878.922424,961.502686,1004.059998
-874.259155,960.142212,1002.322266
-869.703491,958.843262,1000.550903
-864.898499,957.273315,998.825867
-860.228394,955.798767,997.065125
-855.567383,954.262329,995.25824
-850.883911,952.743958,993.426636
-846.188599,951.21698,991.564941
-841.473999,949.648315,989.658264
-836.742493,948.046204,987.693726
-832.004517,946.440247,985.706421
-827.292175,944.894409,983.6427
-822.500061,943.156067,981.618591
-817.731323,941.465393,979.499817
-812.973694,939.726318,977.353699
-808.217468,937.955566,975.169312
-803.453979,936.158752,972.957092
-798.685608,934.304871,970.779846
-793.947632,932.449585,968.514404
-789.199402,930.5672,966.225708
-784.475037,928.655945,963.950195
-779.609375,926.802124,961.640869
-774.928894,924.85791,959.335449
-770.272705,922.886963,957.038879
-765.682983,920.882141,954.756226
-761.100952,918.88324,952.435303
-756.542664,916.870056,950.101013
-751.831848,914.877747,947.540833
-747.309875,912.844238,945.143433
-742.864075,910.781433,942.711609
-738.460388,908.721863,940.213684
-733.888123,906.814636,937.589478
-729.871948,904.698364,934.937988
-725.765991,902.669861,932.267456
-721.556641,900.684265,929.620422
-717.417786,898.726257,926.94812
-713.320801,896.779541,924.256836
-709.086731,895.04834,921.443787
-705.335449,893.007446,918.762146
-701.464966,891.163757,915.973694
-697.384338,889.542725,913.052734
-693.54541,887.869141,910.156433
-689.839294,886.238281,907.25177
-686.191772,884.722412,904.301575
-682.638245,883.292725,901.297791
-679.08667,881.907593,898.346375
-675.758911,880.786011,895.146362
-672.461243,879.773132,891.985413
-669.247803,878.840454,888.815857
-666.052063,877.888489,885.773438
-663.005798,877.156189,882.599487
-659.905762,876.619019,879.405579
-657.022644,876.112915,876.206543
-654.222107,875.707458,873.074097
-651.519958,875.391968,869.899597
-648.873169,875.179016,866.797913
-646.336853,875.072083,863.705933
-643.87793,875.040649,860.641296
-641.450989,875.128235,857.591064
-639.453003,875.047852,854.658264
-637.119019,875.327515,851.641235
-634.551147,875.878052,848.594238
-632.339905,876.31012,845.654846
-630.087708,876.699402,842.946594
-627.939514,877.262024,840.103577
-625.819885,877.889526,837.285889
-623.798584,878.676819,834.302979
-621.733765,879.400513,831.57782
-619.641296,880.054749,829.097107
-617.704346,880.964722,826.265259
-615.661011,881.769104,823.681091
-613.660889,882.597107,821.152161
-611.667969,883.433838,818.6745
-609.4552,884.285217,816.393127
-607.425781,885.012085,814.163635
-605.400391,885.814392,811.867859
-603.507263,886.520142,809.66394
-601.515625,887.267273,807.495239
-599.364258,888.018738,805.382263
-597.229065,888.729431,803.328674
-595.136597,889.368347,801.326477
-593.017517,889.958618,799.374329
-590.894409,890.514832,797.482605
-588.745911,890.991577,795.650085
-586.550903,891.407043,793.838684
-584.339722,891.774719,792.071289
-582.106323,892.086182,790.34021
-579.847168,892.344666,788.659729
-577.554932,892.516479,787.038147
-575.223511,892.632446,785.438538
-572.872986,892.64032,783.880676
-570.485657,892.635254,782.331482
-568.069275,892.544922,780.860901
-565.565308,892.380005,779.40448
-563.051331,892.150513,777.983582
-560.453003,891.893616,776.60437
-557.840576,891.554749,775.276001
-555.175049,891.202637,773.968384
-552.427734,890.763428,772.657288
-549.649536,890.295288,771.421997
-546.831787,889.807007,770.19696
-543.958374,889.274963,769.026611
-541.034668,888.724976,767.876038
-538.053345,888.139587,766.743408
-535.071472,887.546509,765.65271
-532.022461,886.9375,764.575928
-528.976379,886.322571,763.521851
-525.866821,885.698853,762.437988
-522.754883,885.115967,761.41156
-519.613342,884.525208,760.360535
-516.45874,883.949463,759.322754
-513.286316,883.417542,758.280518
-510.094971,882.896118,757.240967
-506.909821,882.414734,756.203125
-503.706055,881.95575,755.174866
-500.516754,881.52179,754.16626
-497.315857,881.135681,753.179871
-494.115692,880.766113,752.178955
-490.916809,880.420776,751.214783
-487.707458,880.082825,750.283569
-484.579407,879.823547,749.326843
-481.327972,879.512512,748.45166
-478.134491,879.225403,747.588745
-474.986511,878.97876,746.745483
-471.824127,878.744202,745.948303
-468.665802,878.563477,745.160217
-465.526062,878.390503,744.408447
-462.488861,878.333008,743.663452
-459.404694,878.253967,742.97522
-456.27829,878.171936,742.335266
-453.249908,878.190125,741.695313
-450.26001,878.255005,741.078918
-447.296356,878.376465,740.505676
-444.357361,878.554382,739.948425
-441.490265,878.786133,739.422485
-438.621124,879.084656,738.914307
-435.778717,879.410767,738.405334
-432.993622,879.822083,737.937988
-430.233704,880.255737,737.484558
-427.508698,880.765991,737.021667
-424.804779,881.306335,736.59668
-422.174316,881.902466,736.173096
-419.5672,882.538757,735.773743
-416.986328,883.220154,735.379089
-414.481964,883.954102,734.998413
-411.902527,884.749573,734.650757
-409.418304,885.647827,734.258484
-407.035675,886.506409,733.910156
-404.703125,887.367798,733.639038
-402.3591,888.141357,733.482117
-400.147766,889.125061,733.167603
-397.979828,889.993713,733.01886
-395.794952,890.928894,732.861694
-393.732635,891.847717,732.726929
-391.590576,892.698792,732.765137
-389.718262,893.574402,732.730103
-387.717834,894.440491,732.627075
-385.839081,895.412048,732.644287
-384.003265,896.389465,732.671387
-382.049072,897.430115,732.704346
-380.37262,898.384033,732.685669
-378.748505,899.409912,732.738464
-377.136322,900.463867,732.855164
-375.639893,901.504089,732.901611
-374.170044,902.538269,732.983276
-372.771942,903.59198,733.070496
-371.315582,904.702209,733.234863
-370.06601,905.74176,733.31134
-368.653625,906.889771,733.536804
-367.394531,907.990967,733.672546
-366.168488,909.090454,733.794373
-364.995209,910.169556,733.916382
-363.774994,911.201172,734.034363
-362.893188,912.209167,734.060242
-361.813995,913.197754,734.180908
-360.872955,914.290283,734.352295
-359.824524,915.219421,734.43634
-358.898621,916.20636,734.576843
-358.014099,917.154602,734.674561
-357.115601,918.076904,734.75238
-356.331909,918.932739,734.749573
-355.526428,919.770569,734.741516
-354.785645,920.589844,734.697754
-353.935822,921.344727,734.638367
-353.241425,922.056152,734.416565
-352.498138,922.712769,734.209717
-351.791016,923.370422,733.956543
-350.925293,923.978149,733.62085
-350.078217,924.522522,733.2453
-349.244324,925.020752,732.796143
-348.383179,925.519592,732.319824
-347.454285,925.959595,731.776184
-346.480835,926.310974,731.226013
-345.485779,926.635803,730.599915
-344.41983,926.963806,729.957275
-343.392456,927.256897,729.26001
-342.178558,927.500122,728.577209
-341.008636,927.685669,727.804626
-339.769928,927.895081,727.006287
-338.511932,928.028564,726.251587
-337.034576,928.147217,725.54425
-335.746277,928.161804,724.645203
-334.423035,928.178833,723.809082
-333.023773,928.216064,722.991211
-331.303345,928.137756,722.237183
-329.80249,928.030823,721.364075
-328.358856,927.938293,720.523621
-326.842529,927.833374,719.710449
-325.389618,927.732239,718.841736
-323.731049,927.552551,718.079651
-321.937653,927.246033,717.295166
-320.28064,926.989746,716.509216
-318.65799,926.750244,715.726868
-317.002991,926.534485,714.959595
-315.425842,926.265381,714.137085
-313.890808,926.062012,713.326965
-312.507721,925.910583,712.478271
-310.850372,925.704285,711.679504
-309.154358,925.374634,710.835449
-307.600494,925.210449,709.942383
-306.046692,925.079102,709.044739
-304.486725,925.022644,708.144165
-303.194855,925.099304,707.133118
-301.648346,925.236511,706.240784
-300.170044,925.266602,705.14502
-298.765533,925.32605,704.039429
-297.280182,925.472656,702.955872
-295.792969,925.678833,701.87854
-294.234314,925.92627,700.79657
-292.79068,926.246216,699.690735
-291.259735,926.620361,698.620544
-289.80896,926.993164,697.504028
-288.227783,927.403015,696.433533
-286.935303,927.940247,695.334839
-285.424286,928.524536,694.355347
-284.136444,929.059021,693.238159
-282.681274,929.673157,692.25354
-281.406616,930.37262,691.255249
-280.073334,931.127136,690.368103
-278.838623,931.873352,689.392822
-277.614471,932.6875,688.50592
-276.366577,933.5448,687.654419
-275.209961,934.422058,686.809448
-274.080078,935.356506,685.999634
-272.960175,936.284607,685.206177
-271.827087,937.250671,684.423645
-270.845764,938.251648,683.641602
-269.786469,939.271118,682.926147
-268.813721,940.267517,682.132141
-267.753418,941.275696,681.395935
-266.894684,942.356323,680.644836
-265.929443,943.431213,679.985291
-265.101959,944.454346,679.172058
-264.200806,945.485352,678.459961
-263.408234,946.544312,677.758179
-262.568146,947.61438,677.100769
-261.83197,948.631958,676.398376
-261.090393,949.657959,675.738281
-260.366913,950.669312,675.095154
-259.682983,951.678711,674.47052
-259.036102,952.674255,673.872131
-258.417053,953.65387,673.265259
-257.801208,954.592529,672.687866
-257.283203,955.557434,672.126953
-256.733215,956.470093,671.592529
-256.25061,957.367188,671.034973
-255.681381,958.202637,670.539917
-255.277145,959.068604,670.021729
-254.765854,959.936584,669.611389
-254.402267,960.731812,669.085266
-253.950699,961.488892,668.677307
-253.570724,962.275146,668.265442
-253.201294,963.018555,667.892151
-252.821198,963.7453,667.541748
-252.472214,964.470215,667.200378
-252.12674,965.16095,666.891785
-251.813995,965.848877,666.59729
-251.481461,966.521667,666.346252
-251.184204,967.190613,666.097595
-250.847977,967.845154,665.894592
-250.591507,968.495789,665.68573
-250.311722,969.141602,665.507202
-250.022522,969.786255,665.35376
-249.714294,970.413574,665.228638
-249.500732,971.061035,665.115845
-249.251358,971.683899,665.000305
-248.991241,972.303345,664.918823
-248.725632,972.929199,664.842041
-248.518387,973.536804,664.799316
-248.190979,974.128235,664.782593
-248.044647,974.758179,664.741577
-247.844086,975.367249,664.741699
-247.625458,975.960815,664.738525
-247.422256,976.585205,664.762085
-247.226883,977.188416,664.78894
-247.019867,977.818787,664.839233
-246.783188,978.424377,664.899902
-246.607407,979.072449,664.972778
-246.405167,979.694031,665.021851
-246.179749,980.367249,665.106873
-245.912003,980.998108,665.197998
-245.704697,981.688721,665.278137
-245.471466,982.375061,665.351929
-245.215576,983.082947,665.460022
-244.934128,983.773804,665.553711
-244.65213,984.503967,665.671387
-244.384811,985.237549,665.786133
-244.073074,985.972839,665.91394
-243.766418,986.727783,666.038574
-243.442459,987.464783,666.174377
-243.112732,988.222534,666.340881
-242.772858,988.969421,666.486816
-242.413864,989.718201,666.64325
-242.000809,990.473755,666.822144
-241.633102,991.226135,666.992737
-241.194885,991.967468,667.154297
-240.755539,992.715088,667.329346
-240.226852,993.439148,667.512268
-239.816772,994.205933,667.66394
-239.27562,994.935486,667.813599
-238.719025,995.652832,667.971558
-238.081863,996.361755,668.137695
-237.48378,997.075623,668.302551
-236.814667,997.783813,668.433228
-236.09404,998.481201,668.579468
-235.322281,999.184448,668.733887
-234.521072,999.855469,668.867432
-233.667953,1000.536377,669.01416
-232.752899,1001.192261,669.126709
-231.824738,1001.878418,669.245911
-230.774384,1002.551147,669.372314
-229.775772,1003.231812,669.480347
-228.694778,1003.898071,669.570007
-227.549957,1004.572449,669.658569
-226.27507,1005.207214,669.782654
-225.111526,1005.930115,669.876221
-223.848572,1006.618774,669.961182
-222.504669,1007.319397,670.094116
-221.098343,1008.02771,670.202759
-219.728577,1008.768127,670.313721
-218.242218,1009.520813,670.425049
-216.793289,1010.317993,670.563416
-215.185562,1011.06842,670.669922
-213.569397,1011.861877,670.792664
-211.923767,1012.674866,670.923828
-210.230576,1013.505737,671.052124
-208.504669,1014.350464,671.172058
-206.665497,1015.191467,671.320801
-204.887375,1016.075073,671.446045
-202.998688,1016.938843,671.558167
-201.08699,1017.80957,671.69342
-198.995697,1018.636292,671.848999
-197.14473,1019.579834,671.961975
-195.132477,1020.455627,672.090515
-193.04274,1021.329224,672.233093
-190.882019,1022.198975,672.381531
-188.827148,1023.099243,672.506104
-186.649734,1023.9646,672.653687
-184.45813,1024.832275,672.789001
-182.203522,1025.682129,672.93158
-179.902664,1026.52417,673.073853
-177.618912,1027.364014,673.234375
-175.270905,1028.199585,673.393188
-172.898514,1029.022095,673.547485
-170.40741,1029.774658,673.724487
-168.018158,1030.642456,673.859558
-165.545578,1031.443604,674.015869
-163.040573,1032.244385,674.17749
-160.352936,1032.94458,674.370239
-157.942398,1033.825073,674.550537
-155.379227,1034.599731,674.720154
-152.68515,1035.301392,674.879395
-149.958008,1035.998535,675.066345
-147.382675,1036.759033,675.24176
-144.669998,1037.43689,675.418152
-142.017349,1038.069092,675.625427
-139.249557,1038.805176,675.828552
-136.645126,1039.323242,676.041077
-133.872803,1039.953613,676.270996
-131.001343,1040.627441,676.494995
-128.100266,1041.271729,676.719116
-125.390221,1041.705566,676.999268
-122.610977,1042.297607,677.261292
-119.771828,1042.839355,677.538635
-116.921898,1043.37854,677.828552
-113.783707,1043.908447,678.135376
-110.980858,1044.526978,678.437927
-108.10923,1045.009766,678.755371
-105.225975,1045.486572,679.110779
-102.234772,1045.904175,679.483215
-99.578613,1046.285034,679.856506
-96.722717,1046.682373,680.219971
-93.823013,1047.120728,680.602966
-90.90477,1047.546875,680.995483
-87.975319,1047.963989,681.400879
-85.0448,1048.366943,681.808289
-82.102173,1048.742065,682.218384
-79.164558,1049.128052,682.620728
-76.190285,1049.470459,683.027527
-73.261856,1049.839966,683.430176
-70.308563,1050.173218,683.829529
-67.334946,1050.494141,684.224854
-64.255234,1050.744751,684.659607
-61.401543,1051.099731,685.053162
-58.422977,1051.359619,685.472412
-55.438992,1051.617432,685.8927
-52.379009,1051.815186,686.341614
-49.462673,1052.075317,686.774658
-46.458717,1052.278931,687.234131
-43.456791,1052.474854,687.707336
-40.441868,1052.664673,688.204834
-37.404297,1052.833496,688.731018
-34.37632,1052.995972,689.260071
-31.336603,1053.150146,689.814453
-28.29933,1053.292725,690.392395
-25.23583,1053.412598,690.991211
-22.177279,1053.554688,691.606873
-19.105314,1053.678223,692.238037
-16.020237,1053.791504,692.891846
-12.832045,1053.836914,693.582458
-9.821414,1053.992432,694.256958
-6.714463,1054.076416,694.95166
-3.594279,1054.158081,695.682373
-0.380516,1054.186279,696.44458
2.670288,1054.289063,697.217224
5.816638,1054.349487,698.033325
8.949517,1054.407104,698.892517
12.094378,1054.45166,699.779236
15.223621,1054.498413,700.720032
18.38076,1054.516724,701.690491
21.521925,1054.533936,702.699524
24.654804,1054.537476,703.744812
27.788578,1054.522461,704.853516
30.909595,1054.509155,706.008728
34.03294,1054.470703,707.202942
37.152287,1054.425171,708.433044
40.322479,1054.299927,709.718506
43.340919,1054.249146,711.037109
46.434399,1054.129639,712.430176
49.525616,1053.985107,713.826843
52.670773,1053.802979,715.286011
55.68325,1053.648071,716.792908
58.762131,1053.428467,718.3349
61.835106,1053.196167,719.918701
64.903557,1052.942139,721.543213
67.973907,1052.640381,723.228333
71.039078,1052.302124,724.943237
74.104782,1051.959961,726.70575
77.169769,1051.579712,728.502747
80.218132,1051.145264,730.335449
83.258507,1050.692261,732.216553
86.297867,1050.197632,734.134399
89.343422,1049.672485,736.062988
92.362938,1049.094238,738.065063
95.389717,1048.480469,740.09082
98.396416,1047.830811,742.152588
101.395599,1047.145264,744.24353
104.353004,1046.417114,746.364929
107.301468,1045.64209,748.511475
110.230972,1044.835449,750.699219
113.143318,1043.994873,752.920776
116.028839,1043.112671,755.141785
118.885033,1042.199829,757.434143
121.738068,1041.253174,759.746277
124.565414,1040.261963,762.075989
127.37458,1039.253052,764.438232
130.168854,1038.206787,766.840576
132.945175,1037.139771,769.260742
135.704742,1036.050049,771.695862
138.463364,1034.953491,774.147034
141.18074,1033.825195,776.630371
143.88269,1032.691162,779.106628
146.5746,1031.532349,781.595093
149.23053,1030.365845,784.078796
151.860703,1029.164917,786.56897
154.469299,1027.951294,789.061707
157.048752,1026.723145,791.544922
159.604843,1025.459473,794.020447
162.123611,1024.178467,796.498352
164.62706,1022.902039,798.968384
167.27626,1021.711975,801.466309
169.729462,1020.416931,803.934387
172.09642,1019.080566,806.401855
174.459381,1017.743042,808.852478
176.540955,1016.273682,811.289978
178.807541,1014.928284,813.749634
181.038315,1013.58429,816.214478
183.211258,1012.236511,818.698364
185.356613,1010.9021,821.181519
187.561615,1009.643982,823.677368
189.479095,1008.23468,826.144592
191.493805,1006.919556,828.629761
193.532211,1005.659546,831.126831
195.39653,1004.30304,833.609253
197.294693,1003.006653,836.089111
199.153595,1001.72467,838.557678
200.987808,1000.44104,841.010254
202.983963,999.297546,843.499451
204.735443,998.012329,845.945251
206.21933,996.581787,848.375671
207.885376,995.313293,850.810059
209.524323,994.031006,853.22699
211.114609,992.740601,855.635315
212.764603,991.521179,858.022095
214.32962,990.266724,860.401917
215.681366,988.890137,862.745361
217.150375,987.586426,865.088867
218.583633,986.290527,867.421875
220.261383,985.144348,869.752563
221.52211,983.71051,872.022949
223.00174,982.454102,874.319153
224.438538,981.139038,876.585083
225.732544,979.724121,878.843933
227.10733,978.39386,881.073792
228.505203,977.029297,883.31189
229.838058,975.671204,885.501953
231.267532,974.359741,887.693481
232.661713,973.019287,889.836731
234.025101,971.690186,891.972351
235.377869,970.334839,894.073608
236.734818,968.98175,896.14563
238.074829,967.646545,898.198425
239.422363,966.331238,900.209656
240.638596,964.918213,902.188477
242.002121,963.687073,904.133484
243.312042,962.35083,906.07019
244.551971,961.06311,907.940002
245.693039,959.720459,909.783142
246.817627,958.373596,911.565552
248.13179,957.139587,913.384399
249.301178,955.866516,915.118164
250.371567,954.525452,916.858704
251.575836,953.295288,918.570129
252.614304,951.995117,920.249878
253.70755,950.740173,921.890015
254.678177,949.414673,923.504517
255.706268,948.146606,925.092407
256.640289,946.853088,926.639038
257.574677,945.560242,928.168579
258.316345,944.174866,929.648621
259.204315,942.885559,931.112244
260.197021,941.690186,932.516785
261.013458,940.376282,933.875977
261.881439,939.092529,935.203369
262.608124,937.738159,936.469482
263.343414,936.388123,937.687439
264.182831,935.083862,938.89917
264.994202,933.793579,940.045715
265.714264,932.445557,941.155823
266.388336,931.042358,942.234924
266.975616,929.585266,943.264893
267.612579,928.163879,944.249695
268.369293,926.792664,945.234436
268.91449,925.27124,946.166992
269.52356,923.806152,947.048035
270.118164,922.329834,947.923401
270.704285,920.8172,948.766052
271.291412,919.308228,949.571411
271.875885,917.764343,950.358643
272.472015,916.211853,951.106018
273.140717,914.720032,951.789795
273.66095,913.067871,952.559265
274.271667,911.477417,953.210876
274.943054,909.907349,953.81134
275.571747,908.335815,954.363403
276.143646,906.660156,954.941833
276.772949,905.035522,955.453674
277.401642,903.394226,955.925354
278.028107,901.759766,956.333191
278.676361,900.091431,956.725891
279.31073,898.4646,957.09613
280.011047,896.856506,957.3479
280.666046,895.210571,957.624756
281.247314,893.495911,957.930786
281.897766,891.859985,958.117188
282.541809,890.224792,958.255615
283.269501,888.661011,958.320068
283.888123,887.010071,958.414246
284.581696,885.434204,958.390198
285.255615,883.990906,958.339966
285.979828,882.468872,958.246887
286.694031,880.967346,958.115906
287.450562,879.500549,957.96228
288.21106,878.066772,957.789612
289.019562,876.631042,957.557495
289.866364,875.240723,957.27594
290.598267,873.96759,957.040283
291.424744,872.670593,956.746887
292.242432,871.390503,956.407593
293.167633,870.0401,955.987732
294.005981,868.788879,955.578796
294.770996,867.621033,955.170837
295.588287,866.416504,954.733337
